Scientific name,Family,Flightless,Extinct,predicted
Ramphocoris clotbey,Alaudidae,no,no,25.7094208607447
Ramphocoris clotbey,Alaudidae,no,no,27.9404825564102
Ramphodon naevius,Trochilidae,no,no,8.64589568284927
Ramphodon naevius,Trochilidae,no,no,15.7548371121141
Ramphotrigon fuscicauda,Tyrannidae,no,no,19.9543251765331
Ramphotrigon fuscicauda,Tyrannidae,no,no,23.7809438609736
Ramphotrigon ruficauda,Tyrannidae,no,no,19.9543251765331
Ramphotrigon ruficauda,Tyrannidae,no,no,23.7809438609736
Ramsayornis fasciatus,Meliphagidae,no,no,11.9255827838754
Ramsayornis fasciatus,Meliphagidae,no,no,13.501860619673
Ramsayornis modestus,Meliphagidae,no,no,9.96271850181131
Ramsayornis modestus,Meliphagidae,no,no,11.8673325177803
Recurvirostra americana,Recurvirostridae,no,no,283.184301446038
Recurvirostra americana,Recurvirostridae,no,no,460.292019252933
Recurvirostra avosetta,Recurvirostridae,no,no,342.312206998364
Recurvirostra avosetta,Recurvirostridae,no,no,408.031626731952
Recurvirostra novaehollandiae,Recurvirostridae,no,no,324.7
Recurvirostra novaehollandiae,Recurvirostridae,no,no,394.804737575787
Regulus calendula,Regulidae,no,no,15.7955994458
Regulus ignicapillus,Regulidae,no,no,12.8345595729725
Regulus regulus,Regulidae,no,no,6.89451425568095
Remiz coronatus,Remizidae,no,no,9.84981282154999
Remiz pendulinus,Remizidae,no,no,8.44747896611621
Remiz pendulinus,Remizidae,no,no,10.0535121976276
Rhabdotorrhinus corrugatus,Bucerotidae,no,no,1368.89875316892
Rhabdotorrhinus corrugatus,Bucerotidae,no,no,1370.75946869446
Rhabdotorrhinus exarhatus,Bucerotidae,no,no,454.574543719076
Rhabdotorrhinus exarhatus,Bucerotidae,no,no,466.689395587758
Rhaphidura sabini,Apodidae,no,no,12.3449349673357
Rhaphidura sabini,Apodidae,no,no,18.6600086772799
Rhegmatorhina hoffmannsi,Thamnophilidae,no,no,20.4312093796554
Rhegmatorhina hoffmannsi,Thamnophilidae,no,no,22.9132015200828
Rhegmatorhina melanosticta,Thamnophilidae,no,no,20.4312093796554
Rhegmatorhina melanosticta,Thamnophilidae,no,no,22.9132015200828
Rhinoplax vigil,Bucerotidae,no,no,3720.22037641973
Rhinoplax vigil,Bucerotidae,no,no,3802.04255009685
Rhinopomastus aterrimus,Phoeniculidae,no,no,39.0200132376013
Rhinopomastus aterrimus,Phoeniculidae,no,no,41.0160892026788
Rhinopomastus cyanomelas,Phoeniculidae,no,no,37.3814604899412
Rhinopomastus cyanomelas,Phoeniculidae,no,no,39.252925318371
Rhinopomastus minor,Phoeniculidae,no,no,29.3709891252845
Rhinopomastus minor,Phoeniculidae,no,no,30.6618644126514
Rhinortha chlorophaea,Cuculidae,no,no,86.0961318144029
Rhinortha chlorophaea,Cuculidae,no,no,86.0961318144029
Rhipidura albicollis,Rhipiduridae,no,no,27.4261920095475
Rhipidura albolimbata,Rhipiduridae,no,no,20.4312093796554
Rhipidura atra,Rhipiduridae,no,no,27.4261920095475
Rhipidura aureola,Rhipiduridae,no,no,27.4261920095475
Rhipidura cervina,Rhipiduridae,no,yes,20.4312093796554
Rhipidura fuliginosa,Rhipiduridae,no,no,23.7809438609736
Rhipidura javanica,Rhipiduridae,no,no,31.3733378597608
Rhipidura lepida,Rhipiduridae,no,no,31.3733378597608
Rhipidura leucophrys,Rhipiduridae,no,no,28.4965635354861
Rhipidura perlata,Rhipiduridae,no,no,27.4261920095475
Rhipidura personata,Rhipiduridae,no,no,20.4312093796554
Rhipidura rufifrons,Rhipiduridae,no,no,23.7809438609736
Rhipidura rufiventris,Rhipiduridae,no,no,31.3733378597608
Rhipidura spilodera,Rhipiduridae,no,no,27.4261920095475
Rhipidura teysmanni,Rhipiduridae,no,no,17.3703403175376
Rhodacanthis flaviceps,Fringillidae,no,yes,20.4312093796554
Rhodacanthis flaviceps,Fringillidae,no,yes,23.1019595788429
Rhodacanthis palmeri,Fringillidae,no,yes,50.3060284626514
Rhodacanthis palmeri,Fringillidae,no,yes,53.0313501315367
Rhodopechys githaginea,Fringillidae,no,no,15.249241545743
Rhodopechys mongolica,Fringillidae,no,no,13.8422787861436
Rhodopechys obsoleta,Fringillidae,no,no,13.6715049540617
Rhodopechys sanguinea,Fringillidae,no,no,19.086163139004
Rhodostethia rosea,Laridae,no,no,203.799530345726
Rhopias gularis,Thamnophilidae,no,no,6.14348986476819
Rhopias gularis,Thamnophilidae,no,no,6.92355628091028
Rhopocichla atriceps,Timaliidae,no,no,14.5913944542717
Rhopocichla atriceps,Timaliidae,no,no,15.4346489671522
Rhopornis ardesiacus,Thamnophilidae,no,no,35.6285264260361
Rhopornis ardesiacus,Thamnophilidae,no,no,39.8664359594669
Rhopospina fruticeti,Thraupidae,no,no,31.3733378597608
Rhopospina fruticeti,Thraupidae,no,no,33.1648309511381
Rhynchocyclus olivaceus,Tyrannidae,no,no,17.2807087021896
Rhynchocyclus olivaceus,Tyrannidae,no,no,20.4312093796554
Rhynchostruthus socotranus,Fringillidae,no,no,17.6910443856196
Rhynchotus rufescens,Tinamidae,no,no,1019.02466288418
Rhynchotus rufescens,Tinamidae,no,no,1019.02466288418
Rhyticeros cassidix,Bucerotidae,no,no,2586.41843017317
Rhyticeros cassidix,Bucerotidae,no,no,2621.15270992372
Rhyticeros plicatus,Bucerotidae,no,no,1549.30941565321
Rhyticeros plicatus,Bucerotidae,no,no,1551.59833926798
Rhyticeros subruficollis,Bucerotidae,no,no,1791.41305097086
Rhyticeros subruficollis,Bucerotidae,no,no,1800.10026002648
Rhyticeros undulatus,Bucerotidae,no,no,2341.1552445778
Rhyticeros undulatus,Bucerotidae,no,no,2367.12973742298
Rhytipterna immunda,Tyrannidae,no,no,29.2680623464177
Rhytipterna immunda,Tyrannidae,no,no,35.6285264260361
Rhytipterna simplex,Tyrannidae,no,no,32.8131281601823
Rhytipterna simplex,Tyrannidae,no,no,40.1976852442988
Ridgwayia pinicola,Turdidae,no,no,47.6525987236852
Ridgwayia pinicola,Turdidae,no,no,62.6975710798891
Riparia cincta,Hirundinidae,no,no,6.43776046981559
Riparia congica,Hirundinidae,no,no,4.75153574367945
Riparia paludicola,Hirundinidae,no,no,12.0871000485853
Riparia riparia,Hirundinidae,no,no,13.5665142152959
Rissa tridactyla,Laridae,no,no,303.414808282059
Rissa tridactyla,Laridae,no,no,428.581436719714
Rollandia rolland,Podicipedidae,no,no,272.570891992881
Rollandia rolland,Podicipedidae,no,no,272.570891992881
Rollulus rouloul,Phasianidae,no,no,217.195058668109
Rollulus rouloul,Phasianidae,no,no,229.840873721558
Roraimia adusta,Furnariidae,no,no,17.7152948420453
Roraimia adusta,Furnariidae,no,no,20.4312093796554
Rostratula benghalensis,Rostratulidae,no,no,157.4880775925
Rougetius rougetii,Rallidae,no,no,201.570306675048
Rougetius rougetii,Rallidae,no,no,211.514312765199
Rufirallus castaneiceps,Rallidae,no,no,77.1623205508019
Rufirallus castaneiceps,Rallidae,no,no,81.3081944997903
Rukia longirostra,Zosteropidae,no,no,20.4312093796554
Rukia longirostra,Zosteropidae,no,no,21.8978224837037
Rukia ruki,Zosteropidae,no,no,17.3703403175376
Rukia ruki,Zosteropidae,no,no,19.3680439013215
Rupicola rupicola,Cotingidae,no,no,104.337314598244
Rupicola rupicola,Cotingidae,no,no,164.727041404999
Rupornis magnirostris,Accipitridae,no,no,247.887695924974
Rupornis magnirostris,Accipitridae,no,no,248.63431499503
Rynchops flavirostris,Laridae,no,no,168.225189040308
Rynchops niger,Laridae,no,no,255.73214617993
Rynchops niger,Laridae,no,no,277.243595873769
Sagittarius serpentarius,Sagittariidae,no,no,9206.46528444732
Sakesphorus canadensis,Thamnophilidae,no,no,20.4312093796554
Sakesphorus canadensis,Thamnophilidae,no,no,22.9132015200828
Sakesphorus luctuosus,Thamnophilidae,no,no,27.4261920095475
Sakesphorus luctuosus,Thamnophilidae,no,no,30.7211298535422
Salpinctes obsoletus,Troglodytidae,no,no,17.7870307397163
Salpinctes obsoletus,Troglodytidae,no,no,20.9630600758898
Salpornis spilonota,Sittidae,no,no,20.4312093796554
Salpornis spilonotus,Sittidae,no,no,11.7100501699897
Salpornis spilonotus,Sittidae,no,no,11.81209782068
Saltator atricollis,Thraupidae,no,no,40.1976852442988
Saltator atricollis,Thraupidae,no,no,42.1411928754451
Saltator aurantiirostris,Thraupidae,no,no,40.1976852442988
Saltator aurantiirostris,Thraupidae,no,no,42.1411928754451
Saltator coerulescens,Thraupidae,no,no,40.1976852442988
Saltator coerulescens,Thraupidae,no,no,42.1411928754451
Saltator maxillosus,Thraupidae,no,no,40.1976852442988
Saltator maxillosus,Thraupidae,no,no,42.1411928754451
Saltator maximus,Thraupidae,no,no,40.1976852442988
Saltator maximus,Thraupidae,no,no,42.1411928754451
Saltator similis,Thraupidae,no,no,40.1976852442988
Saltator similis,Thraupidae,no,no,42.1411928754451
Salvadorina waigiuensis,Anatidae,no,no,582.12577685278
Salvadorina waigiuensis,Anatidae,no,no,582.128929438326
Sarkidiornis melanotos,Anatidae,no,no,1454.68360368281
Sarkidiornis melanotos,Anatidae,no,no,1459.5815796490201
Sarkidiornis sylvicola,Anatidae,no,no,1195.03240525126
Sarkidiornis sylvicola,Anatidae,no,no,1195.03240525126
Saroglossa spilopterus,Sturnidae,no,no,35.6285264260361
Saroglossa spilopterus,Sturnidae,no,no,56.4922707013533
Sarothrura affinis,Rallidae,no,no,16.1189061274146
Sarothrura affinis,Rallidae,no,no,21.0551141756477
Sarothrura ayresi,Rallidae,no,no,21.951652027787
Sarothrura ayresi,Rallidae,no,no,27.6096277102522
Sarothrura boehmi,Rallidae,no,no,25.4056384623006
Sarothrura boehmi,Rallidae,no,no,31.3870427987078
Sarothrura elegans,Rallidae,no,no,40.1948697111118
Sarothrura elegans,Rallidae,no,no,46.94480742795
Sarothrura lugens,Rallidae,no,no,29.1487982607702
Sarothrura lugens,Rallidae,no,no,35.4103265485768
Sarothrura pulchra,Rallidae,no,no,68.0003883975929
Sarothrura pulchra,Rallidae,no,no,74.4664630890664
Sarothrura rufa,Rallidae,no,no,29.8011567733122
Sarothrura rufa,Rallidae,no,no,36.1048085527649
Sasia abnormis,Picidae,no,no,9.41894427907758
Sasia abnormis,Picidae,no,no,9.64176382671513
Sasia africana,Picidae,no,no,9.93224655067454
Sasia africana,Picidae,no,no,10.2083434308588
Sasia ochracea,Picidae,no,no,10.6286139086036
Sasia ochracea,Picidae,no,no,10.8539957299417
Satrapa icterophrys,Tyrannidae,no,no,19.9543251765331
Satrapa icterophrys,Tyrannidae,no,no,23.7809438609736
Saxicola bifasciata,Muscicapidae,no,no,32.8731726297566
Saxicola bifasciata,Muscicapidae,no,no,50.2899587183012
Saxicola caprata,Muscicapidae,no,no,16.8793476224165
Saxicola caprata,Muscicapidae,no,no,19.3819116012111
Saxicola dacotiae,Muscicapidae,no,no,21.5148593226235
Saxicola dacotiae,Muscicapidae,no,no,24.7655225162192
Saxicola rubetra,Muscicapidae,no,no,17.9436919516303
Saxicola rubetra,Muscicapidae,no,no,21.1417578852644
Saxicola torquata,Muscicapidae,no,no,21.6363948176454
Saxicola torquata,Muscicapidae,no,no,24.9997332512565
Saxicola torquatus,Muscicapidae,no,no,14.7682226698362
Saxicola torquatus,Muscicapidae,no,no,17.2513196290427
Sayornis nigricans,Tyrannidae,no,no,13.8422787861436
Sayornis nigricans,Tyrannidae,no,no,20.8589412911437
Sayornis saya,Tyrannidae,no,no,18.8834030397938
Sayornis saya,Tyrannidae,no,no,32.4571103089349
Scepomycter winifredae,Cisticolidae,no,no,12.697430674171
Scepomycter winifredae,Cisticolidae,no,no,22.710398212322
Schiffornis major,Tityridae,no,no,20.4312093796554
Schiffornis major,Tityridae,no,no,27.5435097397613
Schiffornis virescens,Tityridae,no,no,20.4312093796554
Schiffornis virescens,Tityridae,no,no,27.5435097397613
Schistochlamys ruficapillus,Thraupidae,no,no,31.3733378597608
Schistochlamys ruficapillus,Thraupidae,no,no,33.1648309511381
Schoenicola platyura,Locustellidae,no,no,15.8725115385512
Schoenicola platyura,Locustellidae,no,no,17.8868937673183
Schoutedenapus myoptilus,Apodidae,no,no,19.6043292065222
Schoutedenapus myoptilus,Apodidae,no,no,27.5382027412104
Sclateria naevia,Thamnophilidae,no,no,20.4312093796554
Sclateria naevia,Thamnophilidae,no,no,22.9132015200828
Sclerurus albigularis,Furnariidae,no,no,23.8802006169752
Sclerurus albigularis,Furnariidae,no,no,27.4261920095475
Sclerurus mexicanus,Furnariidae,no,no,20.6643095717563
Sclerurus mexicanus,Furnariidae,no,no,23.7809438609736
Scolopax anthonyi,Scolopacidae,no,yes,120.758577022243
Scolopax anthonyi,Scolopacidae,no,yes,159.801198452464
Scolopax brachycarpa,Scolopacidae,no,yes,129.356085769566
Scolopax brachycarpa,Scolopacidae,no,yes,210.340874148118
Scolopax minor,Scolopacidae,no,no,102.887338555261
Scolopax rusticola,Scolopacidae,no,no,186.016408684051
Scolopax rusticola,Scolopacidae,no,no,199.231361988199
Scotocerca inquieta,Scotocercidae,no,no,10.5485950819229
Scotocerca inquieta,Scotocercidae,no,no,12.2744264747418
Scotopelia bouvieri,Strigidae,no,no,787.915018269655
Scotopelia bouvieri,Strigidae,no,no,876.77651270412
Scotopelia peli,Strigidae,no,no,1164.98412332556
Scotopelia peli,Strigidae,no,no,1325.25485650126
Scytalopus iraiensis,Rhinocryptidae,no,no,7.87146311907834
Scytalopus novacapitalis,Rhinocryptidae,no,no,9.84981282154999
Scythrops novaehollandiae,Cuculidae,no,no,276.70661872897
Scythrops novaehollandiae,Cuculidae,no,no,276.70661872897
Seiurus aurocapillus,Parulidae,no,no,14.9664243838755
Seiurus aurocapillus,Parulidae,no,no,22.9340634003321
Seiurus motacilla,Parulidae,no,no,16.0410051410142
Seiurus motacilla,Parulidae,no,no,24.5324864670989
Seiurus noveboracensis,Parulidae,no,no,12.9386896973488
Seiurus noveboracensis,Parulidae,no,no,19.9087581794989
Selasphorus rufus,Trochilidae,no,no,3.32007776280287
Selasphorus rufus,Trochilidae,no,no,3.34902207463027
Selasphorus sasin,Trochilidae,no,no,3.76666359315045
Selasphorus sasin,Trochilidae,no,no,3.96062988821266
Selenidera gouldii,Ramphastidae,no,no,137.972668876164
Selenidera gouldii,Ramphastidae,no,no,188.848908392856
Selenidera maculirostris,Ramphastidae,no,no,137.972668876164
Selenidera maculirostris,Ramphastidae,no,no,188.848908392856
Seleucidis melanoleucus,Paradisaeidae,no,no,140.05902297597
Sericornis beccarii,Acanthizidae,no,no,10.5098238036152
Sericornis beccarii,Acanthizidae,no,no,20.7498791844156
Sericornis citreogularis,Acanthizidae,no,no,21.14512926731
Sericornis citreogularis,Acanthizidae,no,no,37.6370032124505
Sericornis frontalis,Acanthizidae,no,no,11.417379713439
Sericornis frontalis,Acanthizidae,no,no,22.2665710361064
Sericornis humilis,Acanthizidae,no,no,15.67187869219
Sericornis humilis,Acanthizidae,no,no,29.1617399238597
Sericornis keri,Acanthizidae,no,no,12.3705815770176
Sericornis keri,Acanthizidae,no,no,23.8404190910165
Sericornis magnirostris,Acanthizidae,no,no,9.76766835052289
Sericornis magnirostris,Acanthizidae,no,no,19.4951481147496
Sericornis papuensis,Acanthizidae,no,no,9.80605748880646
Sericornis papuensis,Acanthizidae,no,no,9.84981282154999
Sericulus chrysocephalus,Ptilonorhynchidae,no,no,82.5784941815943
Serilophus lunatus,Eurylaimidae,no,no,31.3733378597608
Serilophus lunatus,Eurylaimidae,no,no,42.8360012940007
Serinus alario,Fringillidae,no,no,10.0535121976276
Serinus albogularis,Fringillidae,no,no,19.4951481147496
Serinus ankoberensis,Fringillidae,no,no,11.5538858296174
Serinus atrogularis,Fringillidae,no,no,8.93295068198304
Serinus burtoni,Fringillidae,no,no,22.710398212322
Serinus canaria,Fringillidae,no,no,17.3585041998749
Serinus canaria,Fringillidae,no,no,23.1019595788429
Serinus canicollis,Fringillidae,no,no,10.9403886496589
Serinus capistratus,Fringillidae,no,no,8.66381407599337
Serinus citrinella,Fringillidae,no,no,9.20648009256555
Serinus citrinelloides,Fringillidae,no,no,10.3446993602105
Serinus citrinipectus,Fringillidae,no,no,8.13868371204412
Serinus donaldsoni,Fringillidae,no,no,13.8422787861436
Serinus dorsostriatus,Fringillidae,no,no,12.0257338582782
Serinus flaviventris,Fringillidae,no,no,16.9191272828135
Serinus frontalis,Fringillidae,no,no,9.48441106431856
Serinus gularis,Fringillidae,no,no,13.501860619673
Serinus hypostictus,Fringillidae,no,no,9.766752249283
Serinus koliensis,Fringillidae,no,no,10.7897993792842
Serinus leucopterus,Fringillidae,no,no,13.8422787861436
Serinus leucopygius,Fringillidae,no,no,8.39906141070891
Serinus melanochrous,Fringillidae,no,no,17.6910443856196
Serinus mennelli,Fringillidae,no,no,9.62502984340669
Serinus mozambicus,Fringillidae,no,no,9.20648009256555
Serinus nigriceps,Fringillidae,no,no,12.6705486709504
Serinus pusillus,Fringillidae,no,no,9.20648009256555
Serinus reichardi,Fringillidae,no,no,10.7897993792842
Serinus reichenowi,Fringillidae,no,no,8.01013263992209
Serinus scotops,Fringillidae,no,no,13.501860619673
Serinus serinus,Fringillidae,no,no,8.13868371204412
Serinus striolatus,Fringillidae,no,no,19.2900778938363
Serinus sulphuratus,Fringillidae,no,no,14.8906927757517
Serinus symonsi,Fringillidae,no,no,12.8345595729725
Serinus syriacus,Fringillidae,no,no,9.62502984340669
Serinus totta,Fringillidae,no,no,11.2449072034013
Serinus tristriatus,Fringillidae,no,no,14.1872186433597
Serinus xanthopygius,Fringillidae,no,no,9.48441106431856
Serpophaga nigricans,Tyrannidae,no,no,10.5087475671664
Serpophaga nigricans,Tyrannidae,no,no,12.0871000485853
Serpophaga subcristata,Tyrannidae,no,no,8.65607420930383
Serpophaga subcristata,Tyrannidae,no,no,9.84981282154999
Setopagis parvula,Caprimulgidae,no,no,34.3139235141058
Setopagis parvula,Caprimulgidae,no,no,38.6364942252117
Setophaga pitiayumi,Parulidae,no,no,6.84412295119467
Setophaga pitiayumi,Parulidae,no,no,9.84981282154999
Setophaga ruticilla,Parulidae,no,no,9.12964659026905
Setophaga ruticilla,Parulidae,no,no,14.1872186433597
Setophaga striata,Parulidae,no,no,13.1278444541097
Setophaga striata,Parulidae,no,no,17.3703403175376
Sheppardia aequatorialis,Muscicapidae,no,no,20.0683217814421
Sheppardia aequatorialis,Muscicapidae,no,no,22.0464075269042
Sheppardia bocagei,Muscicapidae,no,no,23.2298518907373
Sheppardia bocagei,Muscicapidae,no,no,28.151697811027
Sheppardia cyornithopsis,Muscicapidae,no,no,22.6140450705307
Sheppardia cyornithopsis,Muscicapidae,no,no,26.9157948845968
Sheppardia gunningi,Muscicapidae,no,no,19.2348679156551
Sheppardia gunningi,Muscicapidae,no,no,20.5378593377101
Sheppardia lowei,Muscicapidae,no,no,32.0754355446576
Sheppardia lowei,Muscicapidae,no,no,48.267346998591
Sheppardia montana,Muscicapidae,no,no,30.7555370979841
Sheppardia montana,Muscicapidae,no,no,44.9944747782075
Sheppardia sharpei,Muscicapidae,no,no,19.7101769106033
Sheppardia sharpei,Muscicapidae,no,no,21.392908125199
Sialia currucoides,Turdidae,no,no,23.384900756234
Sialia currucoides,Turdidae,no,no,32.4172791845263
Sialia mexicana,Turdidae,no,no,24.3006243708708
Sialia mexicana,Turdidae,no,no,33.5899917352744
Sibirionetta formosa,Anatidae,no,no,539.586609098215
Sibirionetta formosa,Anatidae,no,no,539.613222639343
Sicalis citrina,Thraupidae,no,no,12.0871000485853
Sicalis citrina,Thraupidae,no,no,13.192791177612
Sicalis columbiana,Thraupidae,no,no,12.0871000485853
Sicalis columbiana,Thraupidae,no,no,13.192791177612
Sicalis flaveola,Thraupidae,no,no,17.3703403175376
Sicalis flaveola,Thraupidae,no,no,18.7300661193741
Sicalis luteola,Thraupidae,no,no,12.0871000485853
Sicalis luteola,Thraupidae,no,no,13.192791177612
Sigelus silens,Muscicapidae,no,no,21.6363948176454
Sigelus silens,Muscicapidae,no,no,24.9997332512565
Siphonorhis americana,Caprimulgidae,no,yes,55.3672128149011
Siphonorhis daiquiri,Caprimulgidae,no,yes,34.804192176753
Sirystes sibilator,Tyrannidae,no,no,25.9450822677405
Sirystes sibilator,Tyrannidae,no,no,31.3733378597608
Sitta canadensis,Sittidae,no,no,11.5538858296174
Sitta canadensis,Sittidae,no,no,11.6888475869949
Sitta europaea,Sittidae,no,no,14.7881863248889
Sitta europaea,Sittidae,no,no,21.9306368191353
Sitta frontalis,Sittidae,no,no,13.3053842909944
Sitta krueperi,Sittidae,no,no,14.5187926081557
Sitta krueperi,Sittidae,no,no,15.249241545743
Sitta ledanti,Sittidae,no,no,17.7355826202879
Sitta ledanti,Sittidae,no,no,19.7013746087654
Sitta nagaensis,Sittidae,no,no,15.2600922878868
Sitta neumayer,Sittidae,no,no,23.2770275520684
Sitta neumayer,Sittidae,no,no,27.9021506830528
Sitta pygmaea,Sittidae,no,no,9.20648009256555
Sitta pygmaea,Sittidae,no,no,9.7883963718577
Sitta tephronota,Sittidae,no,no,20.4312093796554
Sitta whiteheadi,Sittidae,no,no,13.8540564322681
Sitta whiteheadi,Sittidae,no,no,14.3613865070661
Sittiparus varius,Paridae,no,no,12.0871000485853
Sittiparus varius,Paridae,no,no,15.3464693539177
Smicrornis brevirostris,Acanthizidae,no,no,5.11943060498565
Smicrornis brevirostris,Acanthizidae,no,no,11.2449072034013
Smithornis capensis,Calyptomenidae,no,no,10.6403220910426
Smithornis rufolateralis,Calyptomenidae,no,no,8.79783382985873
Smithornis sharpei,Calyptomenidae,no,no,12.507661610654
Somateria mollissima,Anatidae,no,no,1562.36101182891
Somateria mollissima,Anatidae,no,no,1562.43383648544
Spatula clypeata,Anatidae,no,no,686.376165211133
Spatula clypeata,Anatidae,no,no,686.581232490813
Spatula cyanoptera,Anatidae,no,no,582.12577685278
Spatula cyanoptera,Anatidae,no,no,582.128929438326
Spatula discors,Anatidae,no,no,463.77358575446
Spatula discors,Anatidae,no,no,464.346205549075
Spatula platalea,Anatidae,no,no,863.081597487062
Spatula platalea,Anatidae,no,no,864.926040858405
Spatula querquedula,Anatidae,no,no,472.37335645511
Spatula querquedula,Anatidae,no,no,472.583629943993
Spatula rhynchotis,Anatidae,no,no,863.081597487062
Spatula rhynchotis,Anatidae,no,no,864.926040858405
Spatula versicolor,Anatidae,no,no,521.069700313281
Spatula versicolor,Anatidae,no,no,521.384684433347
Speculipastor bicolor,Sturnidae,no,no,38.2234428527623
Speirops leucophoeus,Zosteropidae,no,no,12.5261987559031
Speirops leucophoeus,Zosteropidae,no,no,19.2900778938363
Speirops lugubris,Zosteropidae,no,no,15.5012321614075
Speirops lugubris,Zosteropidae,no,no,25.2351194024685
Speirops melanocephalus,Zosteropidae,no,no,13.5976430333371
Speirops melanocephalus,Zosteropidae,no,no,21.392908125199
Spermophaga haematina,Estrildidae,no,no,20.3269997487334
Spermophaga poliogenys,Estrildidae,no,no,21.392908125199
Spermophaga ruficapilla,Estrildidae,no,no,23.1588973306187
Sphecotheres viridis,Oriolidae,no,no,74.5147722443882
Sphecotheres viridis,Oriolidae,no,no,76.6105243832698
Spheniscus magellanicus,Spheniscidae,yes,no,5618.0968659513
Spheniscus magellanicus,Spheniscidae,yes,no,5618.0968659513
Sphyrapicus nuchalis,Picidae,no,no,58.5401478918987
Sphyrapicus nuchalis,Picidae,no,no,64.8824585842332
Sphyrapicus ruber,Picidae,no,no,60.7757785446831
Sphyrapicus ruber,Picidae,no,no,67.5488871114935
Sphyrapicus thyroideus,Picidae,no,no,58.5401478918987
Sphyrapicus thyroideus,Picidae,no,no,64.8824585842332
Sphyrapicus varius,Picidae,no,no,48.79018287891
Sphyrapicus varius,Picidae,no,no,53.3462332189884
Spilopelia chinensis,Columbidae,no,no,195.212272978915
Spilopelia chinensis,Columbidae,no,no,195.212272978915
Spiloptila clamans,Cisticolidae,no,no,8.41436217867051
Spiloptila clamans,Cisticolidae,no,no,14.5366875457068
Spilornis cheela,Accipitridae,no,no,955.591526860204
Spilornis cheela,Accipitridae,no,no,959.626908987093
Spindalis zena,Spindalidae,no,no,23.2096368870645
Spinus magellanicus,Fringillidae,no,no,9.84981282154999
Spinus magellanicus,Fringillidae,no,no,12.738620908517
Spinus spinus,Fringillidae,no,no,12.0871000485853
Spinus spinus,Fringillidae,no,no,15.0539281695111
Spiza americana,Cardinalidae,no,no,22.5629845727005
Spiza americana,Cardinalidae,no,no,29.2089389864095
Spizaetus grinnelli,Accipitridae,no,yes,1955.80094117581
Spizaetus grinnelli,Accipitridae,no,yes,1972.04293768952
Spizella arborea,Passerellidae,no,no,18.691624630611
Spizella arborea,Passerellidae,no,no,19.4951481147496
Spizella atrogularis,Passerellidae,no,no,14.6166321939062
Spizella atrogularis,Passerellidae,no,no,16.3522201933194
Spizella breweri,Passerellidae,no,no,10.603855668116
Spizella breweri,Passerellidae,no,no,12.9996952714439
Spizella pallida,Passerellidae,no,no,12.1893706906067
Spizella pallida,Passerellidae,no,no,14.3613865070661
Spizella passerina,Passerellidae,no,no,11.1812158391813
Spizella passerina,Passerellidae,no,no,13.501860619673
Spizella pusilla,Passerellidae,no,no,10.603855668116
Spizella pusilla,Passerellidae,no,no,12.9996952714439
Spizixos canifrons,Pycnonotidae,no,no,38.9070576817482
Spizixos canifrons,Pycnonotidae,no,no,50.3006454487822
Spizocorys conirostris,Alaudidae,no,no,15.249241545743
Spizocorys conirostris,Alaudidae,no,no,17.7251000917626
Spizocorys fringillaris,Alaudidae,no,no,18.4813435490235
Spizocorys fringillaris,Alaudidae,no,no,20.9569442305199
Spizocorys obbiensis,Alaudidae,no,no,15.6123409990651
Spizocorys obbiensis,Alaudidae,no,no,18.0922680658278
Spizocorys personata,Alaudidae,no,no,19.9087581794989
Spizocorys personata,Alaudidae,no,no,22.3604036366949
Spizocorys sclateri,Alaudidae,no,no,12.9996952714439
Spizocorys sclateri,Alaudidae,no,no,15.4239532816182
Spodiopsar cineraceus,Sturnidae,no,no,50.3006454487822
Spodiopsar cineraceus,Sturnidae,no,no,78.6928574404739
Sporophila albogularis,Thraupidae,no,no,9.84981282154999
Sporophila albogularis,Thraupidae,no,no,10.8249252314688
Sporophila bouvreuil,Thraupidae,no,no,7.87146311907834
Sporophila bouvreuil,Thraupidae,no,no,8.7160395964877
Sporophila bouvronides,Thraupidae,no,no,9.84981282154999
Sporophila bouvronides,Thraupidae,no,no,10.8249252314688
Sporophila caerulescens,Thraupidae,no,no,9.84981282154999
Sporophila caerulescens,Thraupidae,no,no,10.8249252314688
Sporophila castaneiventris,Thraupidae,no,no,7.87146311907834
Sporophila castaneiventris,Thraupidae,no,no,8.7160395964877
Sporophila hypochroma,Thraupidae,no,no,7.87146311907834
Sporophila hypochroma,Thraupidae,no,no,8.7160395964877
Sporophila intermedia,Thraupidae,no,no,9.84981282154999
Sporophila intermedia,Thraupidae,no,no,10.8249252314688
Sporophila leucoptera,Thraupidae,no,no,12.0871000485853
Sporophila leucoptera,Thraupidae,no,no,13.192791177612
Sporophila lineola,Thraupidae,no,no,9.84981282154999
Sporophila lineola,Thraupidae,no,no,10.8249252314688
Sporophila luctuosa,Thraupidae,no,no,9.84981282154999
Sporophila luctuosa,Thraupidae,no,no,10.8249252314688
Sporophila melanogaster,Thraupidae,no,no,7.87146311907834
Sporophila melanogaster,Thraupidae,no,no,8.7160395964877
Sporophila minuta,Thraupidae,no,no,7.87146311907834
Sporophila minuta,Thraupidae,no,no,8.7160395964877
Sporophila nigricollis,Thraupidae,no,no,9.84981282154999
Sporophila nigricollis,Thraupidae,no,no,10.8249252314688
Sporophila palustris,Thraupidae,no,no,7.87146311907834
